Product Name,Image 1 Link,Image 2 Link,Product Description,Original Price,After Sale,Product Details
"Alicafe Italian Roast 3 in1 Instant Coffee 30 Sachets, 495g - Pack of 1",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/152.jpg,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/153.png,"Enjoy the rich and aromatic taste of Alicafe Italian Roast with this convenient pack of 30 sachets. Each sachet contains a perfect blend of coffee, cream, and sugar, delivering a deliciously smooth cup in seconds. Ideal for on-the-go lifestyles or a quick coffee break at home, this instant coffee is crafted to provide an authentic Italian coffee experience. Indulge in the delightful flavor of Alicafe and elevate your coffee moments effortlessly.",34.95,,"Brand: Alicafe
Product Name: Italian Roast 3 in 1 Instant Coffee
Packaging: Box containing sachets
Net Weight: 495g (30 sachets)
Flavor Profile:
Rich and robust Italian coffee flavor.
Creamy texture with balanced sweetness.
Ingredients: Coffee, sugar, creamer (vegetable fat, glucose syrup, and stabilizers).
Preparation Method:
Empty one sachet into a cup.
Add hot water (about 150-200 ml).
Stir well and enjoy.
Convenience:
Instant mix for quick preparation.
Portable sachets ideal for home, work, or travel."
Alicafe Black Gold coffee 2.5g x 20 Sachets,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/154.jpg,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/155.png,"Alicafe Black Gold Coffee Sachets offer a convenient and premium coffee experience with each sachet designed for easy preparation. This instant coffee is known for its rich flavor and smooth texture, making it a popular choice among coffee lovers.
",18.95,,"Instant Coffee
Sugar (in some variants)
Creamer (in some variants)

Flavor Profile:
Type: Instant Coffee
Taste: Rich and bold with a smooth finish
Roast Level: Dark Roast

Preparation:
Serving Size: Each sachet is typically intended for one cup.

How to Prepare:
Open the sachet and pour the contents into a cup.
Add hot water (about 180 ml) and stir well.
Optional: Adjust sweetness and creaminess by adding milk or sugar.

Packaging:
Comes in individual sachets for convenience and portability."
"Alicafe Classic 3 In 1 Instant coffee 20G, Pack of 30",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/156.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/157.png,"Alicafe Classic Instant Coffee Pack delivers a rich and smooth coffee experience in a convenient instant format. This coffee is ideal for those who enjoy a classic flavor without the hassle of brewing.
",55.2,,"Instant Coffee

Flavor Profile:
Type: Instant Coffee
Taste: Classic, rich, and well-balanced flavor
Roast Level: Medium Roast

Preparation:
Serving Size: The pack typically contains multiple sachets, each intended for one cup.

How to Prepare:
Open a sachet and pour the contents into a cup.
Add hot water (approximately 180 ml) and stir well until dissolved.
Optional: Customize with sugar, milk, or cream to taste.

Packaging:
Available in a pack containing multiple individual sachets for easy use and storage."
Alicafe Ali Cafe Classic (2in1) 20 * 240gr(20stk),https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/158.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/159.png,"Alicafe Cafe Classic Instant Coffee is a convenient instant coffee option that delivers a classic and rich flavor, perfect for quick coffee preparation without sacrificing taste.
",40.02,,"Instant Coffee

Flavor Profile:
Type: Instant Coffee
Taste: Smooth, rich, and classic flavor
Roast Level: Medium Roast

Preparation:
Serving Size: The pack contains 20 individual sachets, each designed for one serving.

How to Prepare:
Open one sachet and pour the contents into a cup.
Add hot water (about 180 ml) and stir until fully dissolved.
Optional: Add sugar, milk, or cream to enhance flavor.

Packaging:
The product comes in a pack of 240 grams, containing 20 sachets for easy use."
"Alicafe Signature French Roast Extra Value, 32 Sachets x 22 g - Pack of 1",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/16.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/160.png,"Alicafe Signature French Roast is a premium instant coffee that offers a bold and rich flavor profile, perfect for coffee enthusiasts who appreciate deep, dark roasts.
",60.95,,"Instant Coffee

Flavor Profile:
Type: Instant Coffee
Taste: Bold and robust, with a deep, rich flavor characteristic of French roasts.
Roast Level: Dark Roast

Preparation:
Serving Size: Each sachet contains 22 grams, and the pack includes 32 sachets for convenient single servings.

How to Prepare:
Open one sachet and pour the contents into a cup.
Add hot water (approximately 180-220 ml) and stir until fully dissolved.
Optional: Add sugar, milk, or cream to enhance the flavor to your liking.

Packaging:
The product comes in a pack of 32 sachets, each containing 22 grams."
"Dunkin' Donuts Original Blend Ground Coffee, Medium Roast (1.27kg)",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/161.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/162.png,"Dunkin' Donuts Original Ground Coffee is a beloved blend known for its smooth, balanced flavor that perfectly complements any morning routine.
",199.0,,"Ingredients:
Ground Coffee

Flavor Profile:
Type: Ground Coffee
Taste: Smooth and balanced with a rich coffee flavor.
Roast Level: Medium Roast

Preparation:
Brewing Method: Compatible with drip coffee makers and other brewing methods.
Serving Size: Typically, 1-2 tablespoons of coffee per 6 ounces of water is recommended, depending on personal taste preference.

Packaging:
The product usually comes in a resealable bag to maintain freshness.

Storage Instructions:
Store in a cool, dry place. For optimal freshness, consume within a few weeks of opening and reseal the bag tightly after each use."
Dunkin' Original Blend Medium Roast Ground Coffee (12oz),https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/163.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/164.jpg,"Dunkin' Original Medium Ground Coffee offers a classic flavor that is rich and smooth, ideal for starting your day right.
",75.0,,"Ingredients:
Ground Coffee

Flavor Profile:
Type: Ground Coffee
Taste: Smooth, with a balanced flavor profile that combines a rich coffee experience with mild acidity.
Roast Level: Medium Roast

Preparation:
Brewing Method: Suitable for use in drip coffee makers and other brewing methods.
Serving Size: Recommended 1-2 tablespoons of coffee per 6 ounces of water, adjusted according to personal taste.

Packaging:
Comes in a resealable bag to ensure freshness and flavor retention.

Storage Instructions:
Store in a cool, dry place. For the best taste, consume within a few weeks after opening and make sure to reseal the bag tightly after each use."
Dunkin Donuts Coffee French Vanilla 340g,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/165.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/166.png,"Dunkin' Donuts French Vanilla Coffee offers a deliciously smooth coffee experience with a delightful vanilla flavor that adds a sweet twist to your morning routine.
",89.0,,"Ingredients:
Ground Coffee
Natural and Artificial Flavoring

Flavor Profile:
Type: Ground Coffee
Taste: Sweet and creamy with a smooth vanilla flavor, perfect for those who enjoy flavored coffee.
Roast Level: Medium Roast

Preparation:
Brewing Method: Ideal for drip coffee makers, single-serve brewers, or French presses.
Serving Size: Recommended 1-2 tablespoons of coffee per 6 ounces of water, adjusted to taste preferences.

Packaging:
Comes in a resealable bag for freshness and easy storage.
Storage Instructions:
Store in a cool, dry place. To maintain optimal flavor, consume within a few weeks of opening and reseal the bag after each use."
Dunkin' Donuts Coffee Hazelnut 340g,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/167.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/168.png,"Dunkin' Donuts Hazelnut Coffee delivers a delightful blend of smooth, rich coffee infused with the sweet, nutty flavor of hazelnuts, creating a delicious and aromatic coffee experience.
",98.0,,"Ingredients:
Ground Coffee
Natural and Artificial Flavoring

Flavor Profile:
Type: Ground Coffee
Taste: Rich and nutty with a smooth finish, perfect for those who enjoy flavored coffee.
Roast Level: Medium Roast

Preparation:
Brewing Method: Suitable for drip coffee makers, single-serve brewers, or French presses.
Serving Size: Recommended 1-2 tablespoons of coffee per 6 ounces of water, adjusted to taste preferences.

Packaging:
Comes in a resealable bag for maintaining freshness and easy storage.
Storage Instructions:
Store in a cool, dry place. To ensure optimal flavor, consume within a few weeks of opening and reseal the bag after each use."
dr.CAFE Decaf Espresso Specialty Coffee Beans Arabica 100% 227 Gram,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/169.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/17.png,"Dr. CAFE Espresso Specialty Coffee is a high-quality Arabica coffee designed for espresso lovers. It offers a rich flavor profile with a smooth, balanced taste, making it perfect for crafting delicious espresso drinks.
",54.0,43.98,"Ingredients:
100% Arabica Coffee Beans

Flavor Profile:
Type: Espresso
Taste: Rich, smooth, and aromatic with subtle notes of chocolate and nuts.
Roast Level: Medium to Dark Roast

Preparation:
Brewing Method: Best used with espresso machines or stovetop espresso makers.
Serving Size: Typically, a single shot of espresso is about 30 ml (1 ounce), using approximately 7 grams of coffee.

Packaging:
Available in a convenient bag for easy storage and freshness.

Storage Instructions:
Store in a cool, dry place away from light and moisture. For maximum freshness, consume within a few weeks of opening and reseal the bag after each use."
dr.CAFE Ethiopian Oromia specialty coffee beans single origin arabica 100% 200 Gram,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/170.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/171.png,"Dr. CAFE Ethiopian Oromia Specialty Coffee is sourced from the Oromia region in Ethiopia, known for its rich coffee-growing heritage. This coffee features distinct flavor notes typical of Ethiopian coffees, offering a unique taste experience.
",59.4,41.17,"Ingredients:
100% Ethiopian Arabica Coffee Beans

Flavor Profile:
Type: Specialty Arabica
Taste: Bright acidity with floral notes, hints of fruit, and a wine-like finish.
Roast Level: Medium Roast

Preparation:
Brewing Method: Suitable for various brewing methods, including pour-over, French press, and espresso.
Serving Size: Typically, use about 15 grams of coffee for 250 ml (8 ounces) of water.

Packaging:
Available in a bag to ensure freshness and convenience for coffee lovers.

Storage Instructions:
Store in a cool, dry place away from light and moisture. For optimal freshness, consume within a few weeks of opening, and reseal the bag after each use."
dr.CAFE Espresso Roast specialty coffee beans arabica 100% 227 Gram,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/172.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/173.png,"Dr. CAFE Espresso Roast Specialty Coffee Beans are crafted from 100% Arabica beans, specifically selected for their rich flavor and aroma. This espresso blend is roasted to perfection, delivering a bold and smooth taste, ideal for espresso enthusiasts.
",51.3,46.29,"Ingredients:
100% Arabica Coffee Beans

Flavor Profile:
Type: Specialty Espresso Roast
Taste: Rich, bold flavor with a creamy texture, notes of dark chocolate, and a hint of nuttiness.
Roast Level: Dark Roast

Preparation:
Brewing Method: Specifically designed for espresso machines but can also be used in other brewing methods such as Moka pots or AeroPress.
Serving Size: Use approximately 18-20 grams of coffee for a double shot of espresso (about 60 ml).

Packaging:
Available in a 227-gram bag, ensuring freshness and convenience for daily use.

Storage Instructions:
Store in a cool, dry place away from light and moisture. To maintain freshness, reseal the bag after each use and consume within a few weeks of opening."
Intenso Italian Forte - Coffee Beans - 1 kg,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/174.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/175.png,"Intenso Italian Forte Coffee Beans offer a strong, full-bodied flavor that is characteristic of traditional Italian coffee. These beans are carefully selected and roasted to create a bold, intense taste that satisfies coffee enthusiasts who enjoy a robust cup.
",72.74,,"Ingredients:
100% Coffee Beans (blend of Arabica and Robusta)

Flavor Profile:
Type: Italian Forte Roast
Taste: Rich and full-bodied with a bold flavor, featuring notes of dark chocolate, a subtle bitterness, and a smooth finish.
Roast Level: Dark Roast

Preparation:
Brewing Method: Suitable for espresso machines, French presses, automatic coffee machines, and other brewing methods that require whole beans.

Serving Size: Adjust according to taste preference, generally around 7-10 grams per serving for a standard espresso shot.

Packaging:
Available in a convenient pack of 1 kg, perfect for daily use or for those who enjoy multiple cups of coffee throughout the day.

Storage Instructions:
Store in a cool, dry place away from direct sunlight. Reseal the bag tightly after each use to maintain the freshness of the coffee beans."
INTENSO 100% Arabica medium roast Coffee beans 1Kg - Italy,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/176.jpg,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/177.png,"INTENSO Arabica Medium Roast Coffee is made from 100% Arabica beans, known for their smooth and balanced flavor profile. This coffee offers a milder taste compared to dark roasts, appealing to those who enjoy a more delicate and nuanced flavor.
",99.19,,"Ingredients:
100% Arabica Coffee Beans

Flavor Profile:
Type: Medium Roast
Taste: Smooth and balanced with a slightly sweet and fruity aroma, complemented by subtle notes of caramel and nuts.
Roast Level: Medium Roast, which allows the natural flavors of the Arabica beans to shine while providing a gentle acidity and moderate body.

Preparation:
Brewing Method: Suitable for use in drip coffee makers, French presses, pour-over setups, espresso machines, and any brewing method that requires ground coffee or whole beans.
Serving Size: Use around 7-10 grams of coffee per cup, adjusting to taste preference.

Packaging:
Comes in a 1 kg pack, making it ideal for those who enjoy a consistent daily cup of coffee with a medium roast profile.

Storage Instructions:
Store in a cool, dry place and keep the bag sealed tightly after opening to maintain freshness and aroma."
"Starbucks Blonde Espresso Roast by Nespresso Capsules, 53g",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/178.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/179.png,"Starbucks Blonde Espresso Nespresso Capsules are designed for use with Nespresso Original Line machines, offering a lighter espresso option. The Blonde Espresso blend delivers a smoother, more mellow coffee experience, with a sweet and balanced profile. It’s perfect for those who enjoy a less intense coffee with a lighter roast.
",27.94,,"Ingredients:
100% Arabica Coffee

Flavor Profile:
Type: Espresso (Blonde Roast)
Taste: Smooth and sweet with subtle notes of caramel and a balanced acidity.
Roast Level: Blonde Roast, offering a lighter, more approachable espresso that retains the natural sweetness of the coffee beans.
Brewing:
Compatible with: Nespresso Original Line machines.
Intensity Level: Light to medium, with a focus on sweetness and a smooth mouthfeel, making it great for straight espresso shots or mixed into milk-based drinks like lattes.

Packaging:
Contains 10 capsules, each providing a single shot of espresso.
Ideal for those seeking a lighter roast coffee with the convenience of Nespresso-compatible capsules.

Storage Instructions:
Store in a cool, dry place to preserve the freshness and flavor of the capsules."
"Starbucks Decaf Espresso Roast by Nespresso Capsules, 57g",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/18.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/180.png,"Starbucks Decaf Espresso Nespresso Capsules are designed for use with Nespresso Original Line machines, offering the signature espresso flavor without the caffeine. This decaf option retains the rich, bold taste of Starbucks espresso, making it ideal for those who enjoy espresso but want to avoid caffeine, especially later in the day.
",27.94,,"Ingredients:
100% Arabica Coffee (Decaffeinated)

Flavor Profile:
Type: Decaf Espresso
Taste: Rich and bold with deep notes, maintaining the authentic espresso flavor with a smooth finish.
Roast Level: Medium-Dark Roast, providing a balanced taste with a robust body that is typical of Starbucks espresso.
Brewing:
Compatible with: Nespresso Original Line machines.
Intensity Level: Medium to full-bodied, offering a robust and satisfying flavor, even without the caffeine.
Ideal for: Enjoying a decaf espresso shot or creating decaf lattes and cappuccinos.

Packaging:
Contains 10 capsules, each providing a single decaf espresso shot.
Perfect for decaf coffee lovers seeking the convenience of Nespresso-compatible capsules with Starbucks-quality flavor.

Storage Instructions:
Store in a cool, dry place to maintain the freshness and quality of the capsules."
"Starbucks Breakfast Blend by Nespresso Capsules, 56g",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/181.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/182.png,"Starbucks Breakfast Blend Nespresso Capsules offer a vibrant and lighter roast coffee designed for those who enjoy a bright and refreshing start to their day. This blend is compatible with Nespresso Original Line machines, making it easy to brew a high-quality cup of coffee at home.
",31.5,29.4,"Ingredients:
100% Arabica Coffee

Flavor Profile:
Type: Breakfast Blend
Taste: A bright and tangy profile with hints of citrus and a balanced sweetness.
Roast Level: Light Roast, which preserves the natural flavor of the coffee beans while delivering a smooth and crisp cup.
Acidity: High, providing a lively taste that’s well-suited for a morning brew.

Brewing:
Compatible with: Nespresso Original Line machines.
Intensity Level: Light to medium, offering a smooth mouthfeel and a refreshing flavor.
Ideal for: Those who prefer a lighter roast coffee to start their day, or enjoy coffee with subtle citrus notes.

Packaging:
Contains 10 capsules, each producing a single cup of the Breakfast Blend coffee.
Offers the convenience of brewing a high-quality light roast coffee at home with the ease of Nespresso capsules.

Storage Instructions:
Store in a cool, dry place to maintain the freshness and aroma of the capsules."
"Nespresso Capsules OriginalLine, Ispirazione Variety Pack, Medium & Dark Roast Espresso Coffee, 50 Count Espresso Coffee Pods, Brews 1.35oz",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/183.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/184.png,"The Nespresso Capsules OriginalLine Ispirazione Variety Pack is designed for espresso lovers who appreciate both medium and dark roasts. This variety pack includes a selection of coffee pods that provide a rich and diverse coffee experience, perfect for any time of day.
",259.0,,"Brand: Nespresso
Product Name: Ispirazione Variety Pack
Type: Espresso Coffee Capsules
Count: 50 Count
Pod Size: Brews 1.35 oz (40 ml) espresso shots
Roast Level: Medium & Dark Roast
Flavor Profile:
Medium Roast: Smooth and well-balanced, featuring a blend of aromatic notes.
Dark Roast: Intense and full-bodied, delivering rich and bold flavors.
Compatibility: Designed for use with Nespresso OriginalLine machines.
Ingredients: 100% pure coffee.
Packaging: Comes in a variety pack, allowing you to explore different flavors and aromas."
"Starbucks Blonde Espresso Roast By Nespresso Coffee Capsules, Tube of 10 Servings",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/185.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/186.png,"Starbucks Espresso Nespresso Capsules offer a rich and balanced espresso experience with the convenience of Nespresso Original Line machine compatibility. Crafted from 100% Arabica beans, this espresso is characterized by its smooth, well-rounded taste and rich aroma, providing a perfect cup every time.
",59.0,,"Ingredients:
100% Arabica Coffee

Flavor Profile:
Type: Espresso
Roast Level: Medium
Taste: Smooth and balanced, with subtle notes of caramel and a hint of nuttiness.
Aroma: Warm and inviting, with a pleasant espresso fragrance.

Brewing:
Compatibility: Suitable for use with Nespresso Original Line machines.
Cup Size: Ideal for a traditional espresso shot, providing a balanced and flavorful experience.
Ease of Use: Simply insert the capsule, press the button, and enjoy a café-quality espresso at home.

Packaging:
Net Weight: Each box contains 10 capsules.
Total Weight: Approximately 53 grams (10 capsules).

Storage Instructions:
Store in a cool, dry place.
Keep capsules sealed in their original packaging to preserve the freshness and quality of the coffee."
"Nespresso Capsules VertuoLine, Medium and Dark Roast Coffee, Variety Pack, Stormio, Odacio, Melozio, 10 Count (Pack of 3)",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/187.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/188.png,"The Nespresso Capsules VertuoLine Variety Pack offers a selection of unique coffee blends tailored for those who enjoy rich and flavorful brews. This variety pack is perfect for exploring different taste profiles, ranging from bold and intense to smooth and mellow.
",199.0,,"Brand: Nespresso
Product Name: VertuoLine Variety Pack
Type: Coffee Capsules
Count: 30 Count
Pod Sizes:
Medium (5 oz): Ideal for a regular coffee experience.
Large (8 oz): Perfect for those who prefer a bigger cup.
Flavor Profile:
Stormio: Bold and intense with spicy notes.
Odacio: Smooth and vibrant with fruity and cereal notes.
Altissio: Light and mild with a creamy texture.
Decaffeinato: Full-bodied and smooth, without the caffeine.
Compatibility: Specifically designed for use with Nespresso VertuoLine machines.
Ingredients: 100% pure coffee.
Packaging: Comes in a variety pack, allowing for a diverse tasting experience."
"Nespresso Capsules VertuoLine, Odacio, Dark Roast Coffee, 30 Count Coffee Pods, Brews 7.8oz",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/189.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/190.png,"The Nespresso VertuoLine Odacio Coffee Capsules are designed for coffee lovers who enjoy a vibrant and smooth coffee experience. With a balanced flavor profile, Odacio is perfect for those who appreciate the nuances of quality coffee.
",199.0,,"Brand: Nespresso
Product Name: VertuoLine Odacio Coffee Capsules
Type: Coffee Capsules
Count: 30 Capsules
Pod Size: 7.77 oz (230 ml)
Flavor Profile:
Taste: A smooth and vibrant coffee with fruity notes and a hint of cereal flavor.
Aroma: Offers a fragrant, refreshing aroma that complements the smoothness.
Roast Level: Medium roast, providing a well-rounded flavor without being too bold or overwhelming.
Ingredients: 100% pure coffee.

Brewing Experience:
Each capsule is designed specifically for use with Nespresso VertuoLine machines.
The innovative brewing technology reads the barcode on the capsule, ensuring the perfect brewing conditions for optimal flavor extraction."
"Nespresso Coffees Cpsules for OriginalLine - Barista Creations Cocoa Truffle, Caramel Creme Brulee, Vanilla Eclair (30 count, Pack of 3) European Version",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/191.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/192.png,"The Nespresso OriginalLine Coffee Capsules Creations Pack is a curated selection of unique and flavorful coffee blends designed for the discerning coffee enthusiast. Each capsule is crafted to deliver a distinct taste experience, highlighting the diversity of coffee flavors.
",199.0,,"Brand: Nespresso
Product Name: OriginalLine Coffee Capsules Creations Pack
Type: Coffee Capsules
Count: 50 Capsules (various blends)
Flavor Profile:
Features a variety of flavors, from rich and intense to light and fruity, catering to different preferences.
Roast Levels:
Includes a range of roast levels, providing a well-rounded selection for all coffee lovers.
Ingredients: 100% pure coffee.
Brewing Experience:
Compatible with Nespresso OriginalLine machines.
Each capsule is designed for optimal extraction, ensuring that every cup delivers rich flavor and aroma.
Ideal For:
Perfect for those who love to explore different coffee profiles and enjoy a variety of flavors throughout the week.
Great for entertaining guests or sharing with fellow coffee lovers."
"Nespresso VertuoLine Espresso, Voltesso, 50 Count",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/193.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/194.png,"The Nespresso VertuoLine Espresso Voltesso Capsules are designed to deliver a rich and smooth espresso experience. This particular blend is characterized by its mild flavor profile, making it an excellent choice for those who enjoy a balanced cup of coffee without overpowering bitterness.
",295.0,,"Brand: Nespresso
Product Name: VertuoLine Espresso Voltesso
Type: Espresso Capsules
Count: 30 Capsules
Flavor Profile:
Mild and smooth with sweet cereal notes and subtle fruit hints.
Roast Level:
Light roast, providing a gentle and approachable espresso experience.
Ingredients: 100% pure coffee.
Brewing Experience:
Compatible with Nespresso VertuoLine machines.
Each capsule is designed for optimal extraction, ensuring a perfect balance of flavor and crema."
Nespresso Volluto DeCaffeinato Caffé - 50 Capsules,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/195.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/196.png,"The Nespresso Volluto DeCaffeinato Café Capsules offer a delightful decaffeinated coffee experience without sacrificing flavor. This blend features a mild and sweet profile, perfect for those who want to enjoy a cup of coffee at any time of the day without the caffeine.
",269.0,,"Brand: Nespresso
Product Name: Volluto DeCaffeinato
Type: Decaffeinated Coffee Capsules
Count: 30 Capsules
Flavor Profile:
Mild and sweet with a balanced flavor.
Notes of biscuits and caramel.
Roast Level:
Light roast, providing a smooth and gentle taste.
Ingredients: 100% decaffeinated coffee.
Brewing Experience:
Compatible with Nespresso OriginalLine machines.
Each capsule is designed for optimal extraction to ensure a flavorful and aromatic cup.
Ideal For:
Perfect for those who prefer a decaffeinated option without compromising on taste.
Suitable for any time of day, especially in the evening or for sensitive stomachs."
Starbucks Espresso Roast by Nescafe Dolce Gusto 12 Capsules,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/197.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/198.png,"Starbucks Espresso Roast Nescafé Capsules are designed to deliver a rich and intense espresso experience. This blend captures the essence of Starbucks’ Espresso Roast with a deep, caramelly flavor, perfect for those who enjoy a strong and bold coffee. The capsules are compatible with Nescafé Dolce Gusto machines, offering convenience for home brewing.
",34.5,28.05,"Ingredients:
100% Arabica Coffee

Flavor Profile:
Type: Espresso Roast
Taste: Deep and rich with a caramelized sweetness, featuring a full-bodied and smooth texture.
Roast Level: Dark Roast, providing a bold flavor with robust notes and a velvety finish.
Aroma: Rich and inviting with a strong espresso fragrance.

Brewing:
Compatible with: Nescafé Dolce Gusto machines.
Intensity Level: High, ideal for espresso enthusiasts who appreciate a powerful and concentrated coffee.
Ideal for: Enjoying a classic Starbucks espresso at home, whether as a shot or as the base for lattes and cappuccinos.

Packaging:
Contains 12 capsules, each designed to brew a single espresso shot.
Convenient packaging preserves freshness and ensures a consistent taste with each cup.

Storage Instructions:
Store in a cool, dry place to maintain the quality and aroma of the capsules."
Starbucks House Blend Medium Roast Ground Coffee 200g,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/199.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/2.png,"Starbucks House Blend Medium Ground Coffee offers a balanced and rich flavor that is perfect for any time of the day. This blend is known for its smooth, approachable taste, embodying the classic essence of Starbucks' original House Blend, with a pleasant medium roast that delivers a harmonious and full-bodied experience.
",48.14,41.35,"Ingredients:
100% Arabica Coffee

Flavor Profile:
Type: House Blend
Roast Level: Medium
Taste: A well-rounded blend with notes of toffee and nuts, balanced by a slight hint of sweetness.
Aroma: Warm and inviting, with rich coffee notes.

Brewing:
Grind Type: Medium, suitable for various brewing methods such as drip coffee makers, pour-over, and French press.
Ideal for: Daily coffee enthusiasts who appreciate a balanced cup with a rich flavor and smooth finish.

Packaging:
Net Weight: 200 grams of pre-ground coffee.
The packaging is designed to lock in freshness, ensuring every cup tastes as fresh as the first one.

Storage Instructions:
Store in a cool, dry place.
Keep the package sealed tightly to maintain freshness."
